Title,Year,Genre,Actor,Avg_rating,Number_of_ratings
McImperium,2016,Dramat,Michael Keaton,6.9,79209
McImperium,2016,Dramat,B.J. Novak,6.9,79209
Wszystko w porządku,2010,Dramat,Annette Bening,6.6,37401
Wszystko w porządku,2010,Dramat,Julianne Moore,6.6,37401
Wszystko w porządku,2010,Komedia,Annette Bening,6.6,37401
Wszystko w porządku,2010,Komedia,Julianne Moore,6.6,37401
Wygrane marzenia,2000,Dramat,Piper Perabo,6.6,39808
Wygrane marzenia,2000,Dramat,Adam Garcia,6.6,39808
Wygrane marzenia,2000,Komedia,Piper Perabo,6.6,39808
Wygrane marzenia,2000,Komedia,Adam Garcia,6.6,39808
Wygrane marzenia,2000,Muzyczny,Piper Perabo,6.6,39808
Wygrane marzenia,2000,Muzyczny,Adam Garcia,6.6,39808
Weronika postanawia umrzeć,2009,Dramat,Sarah Michelle Gellar,6.4,42861
Weronika postanawia umrzeć,2009,Dramat,David Thewlis,6.4,42861
Żona astronauty,1999,Dramat,Johnny Depp,6.3,45757
Żona astronauty,1999,Dramat,Charlize Theron,6.3,45757
Żona astronauty,1999,Thriller,Johnny Depp,6.3,45757
Żona astronauty,1999,Thriller,Charlize Theron,6.3,45757
Żona astronauty,1999,Sci-Fi,Johnny Depp,6.3,45757
Żona astronauty,1999,Sci-Fi,Charlize Theron,6.3,45757
Trup,2012,Thriller,Hugo Silva,7.4,27146
Trup,2012,Thriller,Belén Rueda,7.4,27146
Mr. Church,2016,Dramat,Britt Robertson,7.6,9999
Mr. Church,2016,Dramat,Eddie Murphy,7.6,9999
Twój Vincent,2017,Animacja,Douglas Booth,7.9,79436
Twój Vincent,2017,Animacja,Jerome Flynn,7.9,79436
Twój Vincent,2017,Dramat,Douglas Booth,7.9,79436
Twój Vincent,2017,Dramat,Jerome Flynn,7.9,79436
Twój Vincent,2017,Kryminał,Douglas Booth,7.9,79436
Twój Vincent,2017,Kryminał,Jerome Flynn,7.9,79436
Manchester by the Sea,2016,Dramat,Casey Affleck,7.6,121357
Manchester by the Sea,2016,Dramat,Lucas Hedges,7.6,121357
Charlie St. Cloud,2010,Fantasy,Zac Efron,7.0,56583
Charlie St. Cloud,2010,Fantasy,Charlie Tahan,7.0,56583
Charlie St. Cloud,2010,Melodramat,Zac Efron,7.0,56583
Charlie St. Cloud,2010,Melodramat,Charlie Tahan,7.0,56583
Sully,2016,Biograficzny,Tom Hanks,7.3,90529
Sully,2016,Biograficzny,Aaron Eckhart,7.3,90529
Sully,2016,Dramat,Tom Hanks,7.3,90529
Sully,2016,Dramat,Aaron Eckhart,7.3,90529
Birdman,2014,Dramat,Michael Keaton,7.2,181419
Birdman,2014,Dramat,Zach Galifianakis,7.2,181419
Birdman,2014,Komedia,Michael Keaton,7.2,181419
Birdman,2014,Komedia,Zach Galifianakis,7.2,181419
Zanim odejdę,2017,Dramat,Zoey Deutch,6.9,51687
Zanim odejdę,2017,Dramat,Halston Sage,6.9,51687
Captain Fantastic,2016,Dramat,Viggo Mortensen,7.6,79032
Captain Fantastic,2016,Dramat,George MacKay,7.6,79032
Pitbull. Niebezpieczne kobiety,2016,Dramat,Sebastian Fabijański,6.4,166886
Pitbull. Niebezpieczne kobiety,2016,Dramat,Joanna Kulig,6.4,166886
Pitbull. Niebezpieczne kobiety,2016,Sensacyjny,Sebastian Fabijański,6.4,166886
Pitbull. Niebezpieczne kobiety,2016,Sensacyjny,Joanna Kulig,6.4,166886
La La Land,2016,Musical,Ryan Gosling,7.3,182304
La La Land,2016,Musical,Emma Stone,7.3,182304
La La Land,2016,Romans,Ryan Gosling,7.3,182304
La La Land,2016,Romans,Emma Stone,7.3,182304
Obdarowani,2017,Dramat,Chris Evans,7.8,84586
Obdarowani,2017,Dramat,Mckenna Grace,7.8,84586
Intruz,2013,Thriller,Saoirse Ronan,6.5,96532
Intruz,2013,Thriller,Jake Abel,6.5,96532
Intruz,2013,Romans,Saoirse Ronan,6.5,96532
Intruz,2013,Romans,Jake Abel,6.5,96532
Intruz,2013,Sci-Fi,Saoirse Ronan,6.5,96532
Intruz,2013,Sci-Fi,Jake Abel,6.5,96532
Masz talent!,2013,Biograficzny,James Corden,6.7,11660
Masz talent!,2013,Biograficzny,Alexandra Roach,6.7,11660
Masz talent!,2013,Komedia,James Corden,6.7,11660
Masz talent!,2013,Komedia,Alexandra Roach,6.7,11660
Masz talent!,2013,Muzyczny,James Corden,6.7,11660
Masz talent!,2013,Muzyczny,Alexandra Roach,6.7,11660
Lion. Droga do domu,2016,Dramat,Dev Patel,7.7,71857
Lion. Droga do domu,2016,Dramat,Rooney Mara,7.7,71857
Chata,2017,Dramat,Sam Worthington,6.7,37910
Chata,2017,Dramat,Octavia Spencer,6.7,37910
Chata,2017,Fantasy,Sam Worthington,6.7,37910
Chata,2017,Fantasy,Octavia Spencer,6.7,37910
Wyścig marzeń,2005,Familijny,Kurt Russell,7.4,4638
Wyścig marzeń,2005,Familijny,Dakota Fanning,7.4,4638
Wyścig marzeń,2005,Sportowy,Kurt Russell,7.4,4638
Wyścig marzeń,2005,Sportowy,Dakota Fanning,7.4,4638
Azyl,2017,Biograficzny,Jessica Chastain,7.2,43535
Azyl,2017,Biograficzny,Johan Heldenbergh,7.2,43535
Azyl,2017,Dramat,Jessica Chastain,7.2,43535
Azyl,2017,Dramat,Johan Heldenbergh,7.2,43535
Joy,2015,Biograficzny,Jennifer Lawrence,6.4,75808
Joy,2015,Biograficzny,Robert De Niro,6.4,75808
Joy,2015,Dramat,Jennifer Lawrence,6.4,75808
Joy,2015,Dramat,Robert De Niro,6.4,75808
Joy,2015,Komedia,Jennifer Lawrence,6.4,75808
Joy,2015,Komedia,Robert De Niro,6.4,75808
Ukryte działania,2016,Biograficzny,Taraji P. Henson,7.6,61802
Ukryte działania,2016,Biograficzny,Octavia Spencer,7.6,61802
Ukryte działania,2016,Dramat,Taraji P. Henson,7.6,61802
Ukryte działania,2016,Dramat,Octavia Spencer,7.6,61802
Piękna i Bestia,2017,Musical,Emma Watson,7.2,139049
Piękna i Bestia,2017,Musical,Dan Stevens,7.2,139049
Piękna i Bestia,2017,Romans,Emma Watson,7.2,139049
Piękna i Bestia,2017,Romans,Dan Stevens,7.2,139049
Piękna i Bestia,2017,Baśń,Emma Watson,7.2,139049
Piękna i Bestia,2017,Baśń,Dan Stevens,7.2,139049
Boska Florence,2016,Biograficzny,Meryl Streep,6.9,56470
Boska Florence,2016,Biograficzny,Hugh Grant,6.9,56470
Boska Florence,2016,Dramat,Meryl Streep,6.9,56470
Boska Florence,2016,Dramat,Hugh Grant,6.9,56470
Boska Florence,2016,Komedia,Meryl Streep,6.9,56470
Boska Florence,2016,Komedia,Hugh Grant,6.9,56470
Jutro będziemy szczęśliwi,2016,Dramat,Omar Sy,7.7,91649
Jutro będziemy szczęśliwi,2016,Dramat,Clémence Poésy,7.7,91649
Jutro będziemy szczęśliwi,2016,Komedia,Omar Sy,7.7,91649
Jutro będziemy szczęśliwi,2016,Komedia,Clémence Poésy,7.7,91649
X+Y,2014,Dramat,Asa Butterfield,7.2,12480
X+Y,2014,Dramat,Rafe Spall,7.2,12480
X+Y,2014,Komedia,Asa Butterfield,7.2,12480
X+Y,2014,Komedia,Rafe Spall,7.2,12480
Dobrze się kłamie w miłym towarzystwie,2016,Dramat,Marco Giallini,7.7,168792
Dobrze się kłamie w miłym towarzystwie,2016,Dramat,Kasia Smutniak,7.7,168792
Dobrze się kłamie w miłym towarzystwie,2016,Komedia,Marco Giallini,7.7,168792
Dobrze się kłamie w miłym towarzystwie,2016,Komedia,Kasia Smutniak,7.7,168792
Everest,2015,Przygodowy,Jason Clarke,7.3,149040
Everest,2015,Przygodowy,Josh Brolin,7.3,149040
Everest,2015,Thriller,Jason Clarke,7.3,149040
Everest,2015,Thriller,Josh Brolin,7.3,149040
Benny i Joon,1993,Dramat,Johnny Depp,7.7,27894
Benny i Joon,1993,Dramat,Mary Stuart Masterson,7.7,27894
Benny i Joon,1993,Komedia,Johnny Depp,7.7,27894
Benny i Joon,1993,Komedia,Mary Stuart Masterson,7.7,27894
Benny i Joon,1993,Romans,Johnny Depp,7.7,27894
Benny i Joon,1993,Romans,Mary Stuart Masterson,7.7,27894
Dziewczyna z pociągu,2016,Thriller,Emily Blunt,6.3,128339
Dziewczyna z pociągu,2016,Thriller,Haley Bennett,6.3,128339
Nie opuszczaj mnie,2010,Melodramat,Carey Mulligan,7.0,68131
Nie opuszczaj mnie,2010,Melodramat,Andrew Garfield,7.0,68131
Nie opuszczaj mnie,2010,Sci-Fi,Carey Mulligan,7.0,68131
Nie opuszczaj mnie,2010,Sci-Fi,Andrew Garfield,7.0,68131
Więzień nienawiści,1998,Dramat,Edward Norton,8.2,301785
Więzień nienawiści,1998,Dramat,Edward Furlong,8.2,301785
Godziny strachu,2007,Dramat,Pierce Brosnan,7.1,20595
Godziny strachu,2007,Dramat,Gerard Butler,7.1,20595
Godziny strachu,2007,Thriller,Pierce Brosnan,7.1,20595
Godziny strachu,2007,Thriller,Gerard Butler,7.1,20595
Co kryje prawda,2000,Thriller,Harrison Ford,6.9,34281
Co kryje prawda,2000,Thriller,Michelle Pfeiffer,6.9,34281
Przełęcz ocalonych,2016,Biograficzny,Andrew Garfield,8.1,226365
Przełęcz ocalonych,2016,Biograficzny,Sam Worthington,8.1,226365
Przełęcz ocalonych,2016,Dramat,Andrew Garfield,8.1,226365
Przełęcz ocalonych,2016,Dramat,Sam Worthington,8.1,226365
Przełęcz ocalonych,2016,Wojenny,Andrew Garfield,8.1,226365
Przełęcz ocalonych,2016,Wojenny,Sam Worthington,8.1,226365
Przebudzenie,2007,Thriller,Hayden Christensen,7.0,102770
Przebudzenie,2007,Thriller,Jessica Alba,7.0,102770
Życie jak dom,2001,Melodramat,Hayden Christensen,7.6,7302
Życie jak dom,2001,Melodramat,Kevin Kline,7.6,7302
Księgowy,2016,Dramat,Ben Affleck,7.2,83294
Księgowy,2016,Dramat,Anna Kendrick,7.2,83294
Księgowy,2016,Sensacyjny,Ben Affleck,7.2,83294
Księgowy,2016,Sensacyjny,Anna Kendrick,7.2,83294
Azyl,2002,Thriller,Jodie Foster,7.0,98301
Azyl,2002,Thriller,Kristen Stewart,7.0,98301
Miss Potter,2006,Biograficzny,Renée Zellweger,6.9,10404
Miss Potter,2006,Biograficzny,Ewan McGregor,6.9,10404
Miss Potter,2006,Dramat,Renée Zellweger,6.9,10404
Miss Potter,2006,Dramat,Ewan McGregor,6.9,10404
Ukryte piękno,2016,Dramat,Will Smith,7.3,105693
Ukryte piękno,2016,Dramat,Edward Norton,7.3,105693
Grand Budapest Hotel,2014,Dramat,Ralph Fiennes,7.8,260573
Grand Budapest Hotel,2014,Dramat,Tony Revolori,7.8,260573
Grand Budapest Hotel,2014,Komedia,Ralph Fiennes,7.8,260573
Grand Budapest Hotel,2014,Komedia,Tony Revolori,7.8,260573
Ze wszystkich sił,2013,Dramat obyczajowy,Jacques Gamblin,7.2,8091
Ze wszystkich sił,2013,Dramat obyczajowy,Alexandra Lamy,7.2,8091
Pół na pół,2011,Dramat,Joseph Gordon-Levitt,7.4,63314
Pół na pół,2011,Dramat,Seth Rogen,7.4,63314
Pół na pół,2011,Komedia,Joseph Gordon-Levitt,7.4,63314
Pół na pół,2011,Komedia,Seth Rogen,7.4,63314
Wściekłe psy,1992,Thriller,Harvey Keitel,8.0,216710
Wściekłe psy,1992,Thriller,Michael Madsen,8.0,216710
Wściekłe psy,1992,Gangsterski,Harvey Keitel,8.0,216710
Wściekłe psy,1992,Gangsterski,Michael Madsen,8.0,216710
Split,2016,Thriller,James McAvoy,7.3,181505
Split,2016,Thriller,Anya Taylor-Joy,7.3,181505
Igrzyska śmierci: Kosogłos. Część 2,2015,Akcja,Jennifer Lawrence,6.7,156714
Igrzyska śmierci: Kosogłos. Część 2,2015,Akcja,Josh Hutcherson,6.7,156714
Igrzyska śmierci: Kosogłos. Część 2,2015,Sci-Fi,Jennifer Lawrence,6.7,156714
Igrzyska śmierci: Kosogłos. Część 2,2015,Sci-Fi,Josh Hutcherson,6.7,156714
Igrzyska śmierci: Kosogłos. Część 1,2014,Sci-Fi,Jennifer Lawrence,6.7,207337
Igrzyska śmierci: Kosogłos. Część 1,2014,Sci-Fi,Josh Hutcherson,6.7,207337
Igrzyska śmierci: Kosogłos. Część 1,2014,Akcja,Jennifer Lawrence,6.7,207337
Igrzyska śmierci: Kosogłos. Część 1,2014,Akcja,Josh Hutcherson,6.7,207337
Do szpiku kości,2010,Dramat,Jennifer Lawrence,6.6,31591
Do szpiku kości,2010,Dramat,Isaiah Stone,6.6,31591
Do szpiku kości,2010,Thriller,Jennifer Lawrence,6.6,31591
Do szpiku kości,2010,Thriller,Isaiah Stone,6.6,31591
Igrzyska śmierci: W pierścieniu ognia,2013,Akcja,Jennifer Lawrence,7.3,285086
Igrzyska śmierci: W pierścieniu ognia,2013,Akcja,Josh Hutcherson,7.3,285086
Igrzyska śmierci: W pierścieniu ognia,2013,Sci-Fi,Jennifer Lawrence,7.3,285086
Igrzyska śmierci: W pierścieniu ognia,2013,Sci-Fi,Josh Hutcherson,7.3,285086
Igrzyska śmierci,2012,Akcja,Jennifer Lawrence,7.2,360918
Igrzyska śmierci,2012,Akcja,Josh Hutcherson,7.2,360918
Igrzyska śmierci,2012,Sci-Fi,Jennifer Lawrence,7.2,360918
Igrzyska śmierci,2012,Sci-Fi,Josh Hutcherson,7.2,360918
Carol,2015,Melodramat,Cate Blanchett,6.7,43984
Carol,2015,Melodramat,Rooney Mara,6.7,43984
Powiedzmy sobie wszystko,2014,Dramat,Jason Bateman,6.5,32799
Powiedzmy sobie wszystko,2014,Dramat,Tina Fey,6.5,32799
Powiedzmy sobie wszystko,2014,Komedia,Jason Bateman,6.5,32799
Powiedzmy sobie wszystko,2014,Komedia,Tina Fey,6.5,32799
Kupiliśmy zoo,2011,Dramat,Matt Damon,6.9,60740
Kupiliśmy zoo,2011,Dramat,Scarlett Johansson,6.9,60740
Kupiliśmy zoo,2011,Komedia,Matt Damon,6.9,60740
Kupiliśmy zoo,2011,Komedia,Scarlett Johansson,6.9,60740
Powrót,2003,Dramat,Ivan Dobronravov,7.9,32505
Powrót,2003,Dramat,Vladimir Garin,7.9,32505
Biały oleander,2002,Dramat obyczajowy,Alison Lohman,7.5,51543
Biały oleander,2002,Dramat obyczajowy,Michelle Pfeiffer,7.5,51543
To tylko seks,2011,Komedia rom.,Justin Timberlake,6.7,212107
To tylko seks,2011,Komedia rom.,Mila Kunis,6.7,212107
Drugie oblicze,2012,Dramat,Ryan Gosling,7.1,83878
Drugie oblicze,2012,Dramat,Bradley Cooper,7.1,83878
Drugie oblicze,2012,Kryminał,Ryan Gosling,7.1,83878
Drugie oblicze,2012,Kryminał,Bradley Cooper,7.1,83878
Cena prawdy,2008,Dramat,Kate Beckinsale,7.1,14954
Cena prawdy,2008,Dramat,Matt Dillon,7.1,14954
Cena prawdy,2008,Thriller,Kate Beckinsale,7.1,14954
Cena prawdy,2008,Thriller,Matt Dillon,7.1,14954
Tożsamość,2003,Thriller,John Cusack,7.2,57084
Tożsamość,2003,Thriller,Ray Liotta,7.2,57084
Podwójne zagrożenie,1999,Thriller,Tommy Lee Jones,7.1,32767
Podwójne zagrożenie,1999,Thriller,Ashley Judd,7.1,32767
Okup,1996,Dramat,Mel Gibson,7.3,47033
Okup,1996,Dramat,Rene Russo,7.3,47033
Okup,1996,Thriller,Mel Gibson,7.3,47033
Okup,1996,Thriller,Rene Russo,7.3,47033
Sztuka kochania. Historia Michaliny Wisłockiej,2017,Biograficzny,Magdalena Boczarska,7.3,125716
Sztuka kochania. Historia Michaliny Wisłockiej,2017,Biograficzny,Eryk Lubos,7.3,125716
Sztuka kochania. Historia Michaliny Wisłockiej,2017,Dramat,Magdalena Boczarska,7.3,125716
Sztuka kochania. Historia Michaliny Wisłockiej,2017,Dramat,Eryk Lubos,7.3,125716
"Długi, wrześniowy weekend",2013,Dramat,Kate Winslet,7.2,23091
"Długi, wrześniowy weekend",2013,Dramat,Josh Brolin,7.2,23091
Niewierna,2002,Dramat,Richard Gere,7.2,34375
Niewierna,2002,Dramat,Diane Lane,7.2,34375
Siła spokoju,2006,Dramat,Scott Mechlowicz,7.5,29110
Siła spokoju,2006,Dramat,Nick Nolte,7.5,29110
Siła spokoju,2006,Sportowy,Scott Mechlowicz,7.5,29110
Siła spokoju,2006,Sportowy,Nick Nolte,7.5,29110
Już za tobą tęsknię,2015,Dramat,Toni Collette,7.4,33012
Już za tobą tęsknię,2015,Dramat,Drew Barrymore,7.4,33012
Już za tobą tęsknię,2015,Komedia,Toni Collette,7.4,33012
Już za tobą tęsknię,2015,Komedia,Drew Barrymore,7.4,33012
Nie jesteś sobą,2014,Dramat,Hilary Swank,7.6,32224
Nie jesteś sobą,2014,Dramat,Emmy Rossum,7.6,32224
Pożyczony narzeczony,2011,Dramat,Ginnifer Goodwin,6.2,59395
Pożyczony narzeczony,2011,Dramat,Kate Hudson,6.2,59395
Pożyczony narzeczony,2011,Komedia,Ginnifer Goodwin,6.2,59395
Pożyczony narzeczony,2011,Komedia,Kate Hudson,6.2,59395
Pożyczony narzeczony,2011,Romans,Ginnifer Goodwin,6.2,59395
Pożyczony narzeczony,2011,Romans,Kate Hudson,6.2,59395
Szare ogrody,2009,Biograficzny,Drew Barrymore,7.1,6461
Szare ogrody,2009,Biograficzny,Jessica Lange,7.1,6461
Szare ogrody,2009,Dramat,Drew Barrymore,7.1,6461
Szare ogrody,2009,Dramat,Jessica Lange,7.1,6461
Tajemnica Filomeny,2013,Dramat,Judi Dench,7.4,48425
Tajemnica Filomeny,2013,Dramat,Steve Coogan,7.4,48425
Percy Jackson: Morze potworów,2013,Familijny,Logan Lerman,6.4,56402
Percy Jackson: Morze potworów,2013,Familijny,Alexandra Daddario,6.4,56402
Percy Jackson: Morze potworów,2013,Fantasy,Logan Lerman,6.4,56402
Percy Jackson: Morze potworów,2013,Fantasy,Alexandra Daddario,6.4,56402
Percy Jackson: Morze potworów,2013,Przygodowy,Logan Lerman,6.4,56402
Percy Jackson: Morze potworów,2013,Przygodowy,Alexandra Daddario,6.4,56402
Koszmar z ulicy Wiązów,1984,Horror,Ronee Blakley,7.2,90924
Koszmar z ulicy Wiązów,1984,Horror,Heather Langenkamp,7.2,90924
Film o pszczołach,2007,Animacja,Jerry Seinfeld,6.4,63176
Film o pszczołach,2007,Animacja,Renée Zellweger,6.4,63176
Film o pszczołach,2007,Komedia,Jerry Seinfeld,6.4,63176
Film o pszczołach,2007,Komedia,Renée Zellweger,6.4,63176
Locke,2013,Dramat,Tom Hardy,7.0,51377
Locke,2013,Dramat,Ruth Wilson,7.0,51377
Locke,2013,Thriller,Tom Hardy,7.0,51377
Locke,2013,Thriller,Ruth Wilson,7.0,51377
Tajemnica Zielonego Królestwa,2013,Animacja,Colin Farrell,6.9,29511
Tajemnica Zielonego Królestwa,2013,Animacja,Josh Hutcherson,6.9,29511
Tajemnica Zielonego Królestwa,2013,Familijny,Colin Farrell,6.9,29511
Tajemnica Zielonego Królestwa,2013,Familijny,Josh Hutcherson,6.9,29511
Tajemnica Zielonego Królestwa,2013,Przygodowy,Colin Farrell,6.9,29511
Tajemnica Zielonego Królestwa,2013,Przygodowy,Josh Hutcherson,6.9,29511
Tajemnica Zielonego Królestwa,2013,Fantasy,Colin Farrell,6.9,29511
Tajemnica Zielonego Królestwa,2013,Fantasy,Josh Hutcherson,6.9,29511
Pamięć absolutna,1990,Akcja,Arnold Schwarzenegger,7.2,67739
Pamięć absolutna,1990,Akcja,Rachel Ticotin,7.2,67739
Pamięć absolutna,1990,Thriller,Arnold Schwarzenegger,7.2,67739
Pamięć absolutna,1990,Thriller,Rachel Ticotin,7.2,67739
Pamięć absolutna,1990,Sci-Fi,Arnold Schwarzenegger,7.2,67739
Pamięć absolutna,1990,Sci-Fi,Rachel Ticotin,7.2,67739
Radio,2003,Dramat obyczajowy,Cuba Gooding Jr.,7.8,34088
Radio,2003,Dramat obyczajowy,Ed Harris,7.8,34088
Radio,2003,Sportowy,Cuba Gooding Jr.,7.8,34088
Radio,2003,Sportowy,Ed Harris,7.8,34088
Porwanie,2011,Thriller,Taylor Lautner,6.4,62224
Porwanie,2011,Thriller,Lily Collins,6.4,62224
Porwanie,2011,Akcja,Taylor Lautner,6.4,62224
Porwanie,2011,Akcja,Lily Collins,6.4,62224
Surferka z charakterem,2011,Biograficzny,AnnaSophia Robb,7.1,20033
Surferka z charakterem,2011,Biograficzny,Helen Hunt,7.1,20033
Surferka z charakterem,2011,Dramat,AnnaSophia Robb,7.1,20033
Surferka z charakterem,2011,Dramat,Helen Hunt,7.1,20033
Surferka z charakterem,2011,Sportowy,AnnaSophia Robb,7.1,20033
Surferka z charakterem,2011,Sportowy,Helen Hunt,7.1,20033
Colombiana,2011,Dramat,Zoe Saldana,6.8,66836
Colombiana,2011,Dramat,Jordi Mollà,6.8,66836
Colombiana,2011,Akcja,Zoe Saldana,6.8,66836
Colombiana,2011,Akcja,Jordi Mollà,6.8,66836
Stoker,2013,Thriller,Mia Wasikowska,6.7,59703
Stoker,2013,Thriller,Matthew Goode,6.7,59703
Lemony Snicket: Seria niefortunnych zdarzeń,2004,Familijny,Jim Carrey,7.0,78215
Lemony Snicket: Seria niefortunnych zdarzeń,2004,Familijny,Meryl Streep,7.0,78215
Lemony Snicket: Seria niefortunnych zdarzeń,2004,Przygodowy,Jim Carrey,7.0,78215
Lemony Snicket: Seria niefortunnych zdarzeń,2004,Przygodowy,Meryl Streep,7.0,78215
Osobliwy dom Pani Peregrine,2016,Fantasy,Asa Butterfield,7.0,98460
Osobliwy dom Pani Peregrine,2016,Fantasy,Eva Green,7.0,98460
Osobliwy dom Pani Peregrine,2016,Przygodowy,Asa Butterfield,7.0,98460
Osobliwy dom Pani Peregrine,2016,Przygodowy,Eva Green,7.0,98460
Ósmoklasiści nie płaczą,2012,Dramat,Hanna Obbeek,7.7,24528
Ósmoklasiści nie płaczą,2012,Dramat,Nils Verkooijen,7.7,24528
Dróżnik,2003,Dramat,Peter Dinklage,7.5,21132
Dróżnik,2003,Dramat,Patricia Clarkson,7.5,21132
Dróżnik,2003,Komedia,Peter Dinklage,7.5,21132
Dróżnik,2003,Komedia,Patricia Clarkson,7.5,21132
Willow,1988,Fantasy,Warwick Davis,7.1,61785
Willow,1988,Fantasy,Val Kilmer,7.1,61785
Willow,1988,Przygodowy,Warwick Davis,7.1,61785
Willow,1988,Przygodowy,Val Kilmer,7.1,61785
Rozłączeni,2012,Dramat,Jason Bateman,7.5,21502
Rozłączeni,2012,Dramat,Hope Davis,7.5,21502
Rozłączeni,2012,Thriller,Jason Bateman,7.5,21502
Rozłączeni,2012,Thriller,Hope Davis,7.5,21502
Ratując pana Banksa,2013,Biograficzny,Emma Thompson,7.2,43566
Ratując pana Banksa,2013,Biograficzny,Tom Hanks,7.2,43566
Ratując pana Banksa,2013,Dramat,Emma Thompson,7.2,43566
Ratując pana Banksa,2013,Dramat,Tom Hanks,7.2,43566
Ratując pana Banksa,2013,Komedia,Emma Thompson,7.2,43566
Ratując pana Banksa,2013,Komedia,Tom Hanks,7.2,43566
Księga dżungli,2016,Przygodowy,Neel Sethi,7.0,51407
Księga dżungli,2016,Przygodowy,Bill Murray,7.0,51407
Ojcowie i córki,2015,Dramat,Russell Crowe,7.2,22396
Ojcowie i córki,2015,Dramat,Amanda Seyfried,7.2,22396
Mustang,2015,Dramat,Güneş Şensoy,7.6,35718
Mustang,2015,Dramat,Doğa Zeynep Doğuşlu,7.6,35718
Absolwent,1967,Dramat obyczajowy,Anne Bancroft,7.9,80241
Absolwent,1967,Dramat obyczajowy,Dustin Hoffman,7.9,80241
Biała Masajka,2005,Melodramat,Jacky Ido,6.7,19724
Biała Masajka,2005,Melodramat,Nina Hoss,6.7,19724
Noce w Rodanthe,2008,Melodramat,Richard Gere,6.6,27404
Noce w Rodanthe,2008,Melodramat,Diane Lane,6.6,27404
Świadek koronny,2007,Melodramat,Paweł Małaszyński,5.8,59064
Świadek koronny,2007,Melodramat,Robert Więckiewicz,5.8,59064
Świadek koronny,2007,Sensacyjny,Paweł Małaszyński,5.8,59064
Świadek koronny,2007,Sensacyjny,Robert Więckiewicz,5.8,59064
Bezpieczna przystań,2013,Melodramat,Julianne Hough,7.2,77229
Bezpieczna przystań,2013,Melodramat,Josh Duhamel,7.2,77229
Sylwester w Nowym Jorku,2011,Komedia rom.,Katherine Heigl,6.3,68904
Sylwester w Nowym Jorku,2011,Komedia rom.,Hilary Swank,6.3,68904
Sekretne życie zwierzaków domowych,2016,Animacja,Louis C.K.,6.5,101357
Sekretne życie zwierzaków domowych,2016,Animacja,Eric Stonestreet,6.5,101357
Sekretne życie zwierzaków domowych,2016,Komedia,Louis C.K.,6.5,101357
Sekretne życie zwierzaków domowych,2016,Komedia,Eric Stonestreet,6.5,101357
Człowiek na krawędzi,2012,Thriller,Sam Worthington,6.8,69653
Człowiek na krawędzi,2012,Thriller,Elizabeth Banks,6.8,69653
Człowiek na krawędzi,2012,Akcja,Sam Worthington,6.8,69653
Człowiek na krawędzi,2012,Akcja,Elizabeth Banks,6.8,69653
Olimp w ogniu,2013,Thriller,Gerard Butler,6.5,74121
Olimp w ogniu,2013,Thriller,Aaron Eckhart,6.5,74121
Olimp w ogniu,2013,Akcja,Gerard Butler,6.5,74121
Olimp w ogniu,2013,Akcja,Aaron Eckhart,6.5,74121
Sztuka latania,1998,Melodramat,Kenneth Branagh,7.7,5208
Sztuka latania,1998,Melodramat,Helena Bonham Carter,7.7,5208
Gorzkie gody,1992,Erotyczny,Peter Coyote,7.6,39219
Gorzkie gody,1992,Erotyczny,Emmanuelle Seigner,7.6,39219
Gorzkie gody,1992,Melodramat,Peter Coyote,7.6,39219
Gorzkie gody,1992,Melodramat,Emmanuelle Seigner,7.6,39219
"Nie kłam, kochanie",2008,Komedia rom.,Piotr Adamczyk,5.3,87885
"Nie kłam, kochanie",2008,Komedia rom.,Marta Żmuda Trzebiatowska,5.3,87885
Zbuntowana,2015,Akcja,Shailene Woodley,6.5,123323
Zbuntowana,2015,Akcja,Theo James,6.5,123323
Zbuntowana,2015,Sci-Fi,Shailene Woodley,6.5,123323
Zbuntowana,2015,Sci-Fi,Theo James,6.5,123323
Pod Mocnym Aniołem,2014,Dramat,Robert Więckiewicz,6.9,130974
Pod Mocnym Aniołem,2014,Dramat,Julia Kijowska,6.9,130974
Królewna Śnieżka i Łowca,2012,Fantasy,Kristen Stewart,6.2,155068
Królewna Śnieżka i Łowca,2012,Fantasy,Chris Hemsworth,6.2,155068
Królewna Śnieżka i Łowca,2012,Przygodowy,Kristen Stewart,6.2,155068
Królewna Śnieżka i Łowca,2012,Przygodowy,Chris Hemsworth,6.2,155068
Galerianki,2009,Dramat obyczajowy,Anna Karczmarczyk,5.3,184625
Galerianki,2009,Dramat obyczajowy,Dagmara Krasowska,5.3,184625
Next,2007,Akcja,Nicolas Cage,6.9,185790
Next,2007,Akcja,Julianne Moore,6.9,185790
Next,2007,Sci-Fi,Nicolas Cage,6.9,185790
Next,2007,Sci-Fi,Julianne Moore,6.9,185790
Legalna blondynka,2001,Komedia,Reese Witherspoon,6.1,206152
